"Pattern","Cohort","r","var","span","sex"
"L",1915,0.48110354430085,"DENT",0.9,"m"
"M",1915,0.315919808980454,"DENT",0.9,"m"
"T",1920,0.816119056082862,"DENT",0.9,"m"
"A",1920,0.185621371837234,"DENT",0.9,"m"
"L",1920,0.400561456754268,"DENT",0.9,"m"
"M",1920,0.541462370101401,"DENT",0.9,"m"
"T",1925,0.905307790826709,"DENT",0.9,"m"
"A",1925,0.622105900195729,"DENT",0.9,"m"
"L",1925,0.19554199388047,"DENT",0.9,"m"
"M",1925,0.887547898138253,"DENT",0.9,"m"
"T",1905,0.991345173694002,"SHF",0.9,"f"
"A",1905,0.24839615652643,"SHF",0.9,"f"
"L",1905,0.471520704355239,"SHF",0.9,"f"
"M",1905,0.730117721682764,"SHF",0.9,"f"
"T",1910,0.929127533271124,"SHF",0.9,"f"
"A",1910,0.645919246136145,"SHF",0.9,"f"
"L",1910,0.00781138116779715,"SHF",0.9,"f"
"M",1910,0.921085558537427,"SHF",0.9,"f"
"T",1915,0.813595065511653,"SHF",0.9,"f"
"A",1915,0.811256721027595,"SHF",0.9,"f"
"L",1915,0.252494450390061,"SHF",0.9,"f"
"M",1915,0.982771077987048,"SHF",0.9,"f"
"T",1920,0.817016663361435,"SHF",0.9,"f"
"A",1920,0.803032756124121,"SHF",0.9,"f"
"L",1920,0.216205215257373,"SHF",0.9,"f"
"M",1920,0.975062133764584,"SHF",0.9,"f"
"T",1925,0.936822336095677,"SHF",0.9,"f"
"A",1925,0.647438793153287,"SHF",0.9,"f"
"L",1925,0.198672129555869,"SHF",0.9,"f"
"M",1925,0.920710830110395,"SHF",0.9,"f"
"T",1905,0.896932991677351,"SHF",0.9,"m"
"A",1905,0.559201360876786,"SHF",0.9,"m"
"L",1905,0.128213262087218,"SHF",0.9,"m"
"M",1905,0.898756014025294,"SHF",0.9,"m"
"T",1910,0.839850964783105,"SHF",0.9,"m"
"A",1910,0.754653101063502,"SHF",0.9,"m"
"L",1910,0.177858757080832,"SHF",0.9,"m"
"M",1910,0.955102118154405,"SHF",0.9,"m"
"T",1915,0.848925430898256,"SHF",0.9,"m"
"A",1915,0.752644066478107,"SHF",0.9,"m"
"L",1915,0.169617544467002,"SHF",0.9,"m"
"M",1915,0.958131552971923,"SHF",0.9,"m"
"T",1920,0.872193020950182,"SHF",0.9,"m"
"A",1920,0.695575756971041,"SHF",0.9,"m"
"L",1920,0.0691174378230124,"SHF",0.9,"m"
"M",1920,0.927478373158118,"SHF",0.9,"m"
"T",1925,0.914812490172018,"SHF",0.9,"m"
"A",1925,0.665406262871709,"SHF",0.9,"m"
"L",1925,0.160826001605657,"SHF",0.9,"m"
"M",1925,0.919532662457888,"SHF",0.9,"m"
"T",1905,0.844067225523746,"ADLWALK",0.9,"f"
"A",1905,0.652458079134316,"ADLWALK",0.9,"f"
"L",1905,0.00804797399041813,"ADLWALK",0.9,"f"
"M",1905,0.935662244317009,"ADLWALK",0.9,"f"
"T",1910,0.83513753792139,"ADLWALK",0.9,"f"
"A",1910,0.737760207744915,"ADLWALK",0.9,"f"
"L",1910,0.164202959471619,"ADLWALK",0.9,"f"
"M",1910,0.940662047515069,"ADLWALK",0.9,"f"
"T",1915,0.837262040145573,"ADLWALK",0.9,"f"
"A",1915,0.723752189656861,"ADLWALK",0.9,"f"
"L",1915,0.148735871955688,"ADLWALK",0.9,"f"
"M",1915,0.931660169528415,"ADLWALK",0.9,"f"
"T",1920,0.86772928295015,"ADLWALK",0.9,"f"
"A",1920,0.654698781572673,"ADLWALK",0.9,"f"
"L",1920,0.0314465713219285,"ADLWALK",0.9,"f"
"M",1920,0.896551706406571,"ADLWALK",0.9,"f"
"T",1925,0.93644572933511,"ADLWALK",0.9,"f"
"A",1925,0.59714399111157,"ADLWALK",0.9,"f"
"L",1925,0.248626791230087,"ADLWALK",0.9,"f"
"M",1925,0.889496509379691,"ADLWALK",0.9,"f"
"T",1905,0.92214904370976,"ADLWALK",0.9,"m"
"A",1905,0.383753878976826,"ADLWALK",0.9,"m"
"L",1905,0.297320934058893,"ADLWALK",0.9,"m"
"M",1905,0.781136015166995,"ADLWALK",0.9,"m"
"T",1910,0.888723988719436,"ADLWALK",0.9,"m"
"A",1910,0.582415613524671,"ADLWALK",0.9,"m"
"L",1910,0.00727930433548487,"ADLWALK",0.9,"m"
"M",1910,0.844132814281678,"ADLWALK",0.9,"m"
"T",1915,0.872485460590364,"ADLWALK",0.9,"m"
"A",1915,0.606085288011622,"ADLWALK",0.9,"m"
"L",1915,0.0280091569023057,"ADLWALK",0.9,"m"
"M",1915,0.853423191803943,"ADLWALK",0.9,"m"
"T",1920,0.862969613782424,"ADLWALK",0.9,"m"
"A",1920,0.611359840933198,"ADLWALK",0.9,"m"
"L",1920,0.0306722744461072,"ADLWALK",0.9,"m"
"M",1920,0.847860191569405,"ADLWALK",0.9,"m"
"T",1925,0.911889565547216,"ADLWALK",0.9,"m"
"A",1925,0.617127333954556,"ADLWALK",0.9,"m"
"L",1925,0.138177771556393,"ADLWALK",0.9,"m"
"M",1925,0.877024136379516,"ADLWALK",0.9,"m"
"T",1905,0.826955748240553,"ADLDRESS",0.9,"f"
"A",1905,0.673254064916266,"ADLDRESS",0.9,"f"
"L",1905,0.0224700136127015,"ADLDRESS",0.9,"f"
"M",1905,0.940921904550829,"ADLDRESS",0.9,"f"
"T",1910,0.847559697064733,"ADLDRESS",0.9,"f"
"A",1910,0.724286466747947,"ADLDRESS",0.9,"f"
"L",1910,0.142197905855652,"ADLDRESS",0.9,"f"
"M",1910,0.937116639973684,"ADLDRESS",0.9,"f"
"T",1915,0.845741324648289,"ADLDRESS",0.9,"f"
"A",1915,0.723117225214942,"ADLDRESS",0.9,"f"
"L",1915,0.142277489374994,"ADLDRESS",0.9,"f"
"M",1915,0.935382061169165,"ADLDRESS",0.9,"f"
"T",1920,0.844664181921268,"ADLDRESS",0.9,"f"
"A",1920,0.699630955208964,"ADLDRESS",0.9,"f"
"L",1920,0.0929454040284693,"ADLDRESS",0.9,"f"
"M",1920,0.916451648305751,"ADLDRESS",0.9,"f"
"T",1925,0.93650937222606,"ADLDRESS",0.9,"f"
"A",1925,0.576307150592231,"ADLDRESS",0.9,"f"
"L",1925,0.269521112173526,"ADLDRESS",0.9,"f"
"M",1925,0.876686904396838,"ADLDRESS",0.9,"f"
"T",1905,0.909658473765082,"ADLDRESS",0.9,"m"
"A",1905,0.492536505188605,"ADLDRESS",0.9,"m"
"L",1905,0.196588120914728,"ADLDRESS",0.9,"m"
"M",1905,0.858385191840166,"ADLDRESS",0.9,"m"
"T",1910,0.893362249381589,"ADLDRESS",0.9,"m"
"A",1910,0.624823705612913,"ADLDRESS",0.9,"m"
"L",1910,0.0112787861235232,"ADLDRESS",0.9,"m"
"M",1910,0.888332845049059,"ADLDRESS",0.9,"m"
"T",1915,0.839425162077522,"ADLDRESS",0.9,"m"
"A",1915,0.709827515905507,"ADLDRESS",0.9,"m"
"L",1915,0.133325605464657,"ADLDRESS",0.9,"m"
"M",1915,0.922737104133421,"ADLDRESS",0.9,"m"
"T",1920,0.833824098884898,"ADLDRESS",0.9,"m"
"A",1920,0.742286353550987,"ADLDRESS",0.9,"m"
"L",1920,0.143386762628454,"ADLDRESS",0.9,"m"
"M",1920,0.940914444152952,"ADLDRESS",0.9,"m"
"T",1925,0.930488387121078,"ADLDRESS",0.9,"m"
"A",1925,0.65549264022798,"ADLDRESS",0.9,"m"
"L",1925,0.184897642393083,"ADLDRESS",0.9,"m"
"M",1925,0.922149154471905,"ADLDRESS",0.9,"m"
"T",1905,0.803188301137433,"ADLBATH",0.9,"f"
"A",1905,0.704782042234657,"ADLBATH",0.9,"f"
"L",1905,0.0672166892686474,"ADLBATH",0.9,"f"
"M",1905,0.950109428534498,"ADLBATH",0.9,"f"
"T",1910,0.813632504459111,"ADLBATH",0.9,"f"
"A",1910,0.750108072562148,"ADLBATH",0.9,"f"
"L",1910,0.187742002200188,"ADLBATH",0.9,"f"
"M",1910,0.948849753064478,"ADLBATH",0.9,"f"
"T",1915,0.810535266771496,"ADLBATH",0.9,"f"
"A",1915,0.743737929755177,"ADLBATH",0.9,"f"
"L",1915,0.180603318679674,"ADLBATH",0.9,"f"
"M",1915,0.944311749017113,"ADLBATH",0.9,"f"
"T",1920,0.825888991901803,"ADLBATH",0.9,"f"
"A",1920,0.721721985650842,"ADLBATH",0.9,"f"
"L",1920,0.123785001622991,"ADLBATH",0.9,"f"
"M",1920,0.934351772842278,"ADLBATH",0.9,"f"
"T",1925,0.940444935024134,"ADLBATH",0.9,"f"
"A",1925,0.591108749110588,"ADLBATH",0.9,"f"
"L",1925,0.258274000500921,"ADLBATH",0.9,"f"
"M",1925,0.888002662026913,"ADLBATH",0.9,"f"
"T",1905,0.877095229160519,"ADLBATH",0.9,"m"
"A",1905,0.501484730238738,"ADLBATH",0.9,"m"
"L",1905,0.155868167589077,"ADLBATH",0.9,"m"
"M",1905,0.869254911845456,"ADLBATH",0.9,"m"
"T",1910,0.885164502154978,"ADLBATH",0.9,"m"
"A",1910,0.593581599997454,"ADLBATH",0.9,"m"
"L",1910,0.0693623343818485,"ADLBATH",0.9,"m"
"M",1910,0.862946033527189,"ADLBATH",0.9,"m"
"T",1915,0.837346719145734,"ADLBATH",0.9,"m"
"A",1915,0.599311261709252,"ADLBATH",0.9,"m"
"L",1915,0.112495837757748,"ADLBATH",0.9,"m"
"M",1915,0.865293789366033,"ADLBATH",0.9,"m"
"T",1920,0.844530949043936,"ADLBATH",0.9,"m"
"A",1920,0.65025035883028,"ADLBATH",0.9,"m"
"L",1920,0.140789191113734,"ADLBATH",0.9,"m"
"M",1920,0.891820334148868,"ADLBATH",0.9,"m"
"T",1925,0.922736910160591,"ADLBATH",0.9,"m"
"A",1925,0.604190001858621,"ADLBATH",0.9,"m"
"L",1925,0.174817770318853,"ADLBATH",0.9,"m"
"M",1925,0.878808943863496,"ADLBATH",0.9,"m"
"T",1905,0.822517452872475,"ADLEAT",0.9,"f"
"A",1905,0.493838435449809,"ADLEAT",0.9,"f"
"L",1905,0.057219199942899,"ADLEAT",0.9,"f"
"M",1905,0.841986358516066,"ADLEAT",0.9,"f"
"T",1910,0.80807062035167,"ADLEAT",0.9,"f"
"A",1910,0.654522611028285,"ADLEAT",0.9,"f"
"L",1910,0.164099372092731,"ADLEAT",0.9,"f"
"M",1910,0.884453117550032,"ADLEAT",0.9,"f"
"T",1915,0.77418118726612,"ADLEAT",0.9,"f"
"A",1915,0.677101834760845,"ADLEAT",0.9,"f"
"L",1915,0.124420227189076,"ADLEAT",0.9,"f"
"M",1915,0.902961696309927,"ADLEAT",0.9,"f"
"T",1920,0.783170437408104,"ADLEAT",0.9,"f"
"A",1920,0.660024223304124,"ADLEAT",0.9,"f"
"L",1920,0.104155223929492,"ADLEAT",0.9,"f"
"M",1920,0.88838060367897,"ADLEAT",0.9,"f"
"T",1925,0.918578577368117,"ADLEAT",0.9,"f"
"A",1925,0.578200427169298,"ADLEAT",0.9,"f"
"L",1925,0.212226773169569,"ADLEAT",0.9,"f"
"M",1925,0.860778826033489,"ADLEAT",0.9,"f"
"T",1905,0.866528916853972,"ADLEAT",0.9,"m"
"A",1905,0.409685046400257,"ADLEAT",0.9,"m"
"L",1905,0.0819191428925612,"ADLEAT",0.9,"m"
"M",1905,0.780823790408379,"ADLEAT",0.9,"m"
"T",1910,0.86237486687924,"ADLEAT",0.9,"m"
"A",1910,0.583985019159156,"ADLEAT",0.9,"m"
"L",1910,0.14752101711293,"ADLEAT",0.9,"m"
"M",1910,0.842161185115216,"ADLEAT",0.9,"m"
"T",1915,0.813554694241268,"ADLEAT",0.9,"m"
"A",1915,0.622055494618971,"ADLEAT",0.9,"m"
"L",1915,0.154326529840845,"ADLEAT",0.9,"m"
"M",1915,0.872403819338209,"ADLEAT",0.9,"m"
"T",1920,0.813240697818392,"ADLEAT",0.9,"m"
"A",1920,0.648186409102136,"ADLEAT",0.9,"m"
"L",1920,0.169786065662486,"ADLEAT",0.9,"m"
"M",1920,0.882640824644057,"ADLEAT",0.9,"m"
"T",1925,0.920109235336589,"ADLEAT",0.9,"m"
"A",1925,0.565540776085449,"ADLEAT",0.9,"m"
"L",1925,0.187005149875953,"ADLEAT",0.9,"m"
"M",1925,0.847832596209799,"ADLEAT",0.9,"m"
"T",1905,0.892111759817001,"ADLBED",0.9,"f"
"A",1905,0.524906680574658,"ADLBED",0.9,"f"
"L",1905,0.155439506634044,"ADLBED",0.9,"f"
"M",1905,0.871644012773888,"ADLBED",0.9,"f"
"T",1910,0.875921016950151,"ADLBED",0.9,"f"
"A",1910,0.648220422117409,"ADLBED",0.9,"f"
"L",1910,0.0466538233544103,"ADLBED",0.9,"f"
"M",1910,0.896523730865973,"ADLBED",0.9,"f"
"T",1915,0.852908796579749,"ADLBED",0.9,"f"
"A",1915,0.691035637955517,"ADLBED",0.9,"f"
"L",1915,0.105273412954902,"ADLBED",0.9,"f"
"M",1915,0.915899720940267,"ADLBED",0.9,"f"
"T",1920,0.857821103688487,"ADLBED",0.9,"f"
"A",1920,0.668940635941038,"ADLBED",0.9,"f"
"L",1920,0.0528050399912391,"ADLBED",0.9,"f"
"M",1920,0.90155044750218,"ADLBED",0.9,"f"
"T",1925,0.931229807875522,"ADLBED",0.9,"f"
"A",1925,0.549939795514357,"ADLBED",0.9,"f"
"L",1925,0.29112011695485,"ADLBED",0.9,"f"
"M",1925,0.857493046410795,"ADLBED",0.9,"f"
"T",1905,0.900014906469581,"ADLBED",0.9,"m"
"A",1905,0.426584630075204,"ADLBED",0.9,"m"
"L",1905,0.150261304824579,"ADLBED",0.9,"m"
"M",1905,0.763902348325758,"ADLBED",0.9,"m"
"T",1910,0.879471722252733,"ADLBED",0.9,"m"
"A",1910,0.58705773601814,"ADLBED",0.9,"m"
"L",1910,0.0407891812714689,"ADLBED",0.9,"m"
"M",1910,0.82410835078566,"ADLBED",0.9,"m"
"T",1915,0.81409557075564,"ADLBED",0.9,"m"
"A",1915,0.598507517841813,"ADLBED",0.9,"m"
"L",1915,0.0874840902184228,"ADLBED",0.9,"m"
"M",1915,0.841586441536302,"ADLBED",0.9,"m"
"T",1920,0.8260156881023,"ADLBED",0.9,"m"
"A",1920,0.682567243581637,"ADLBED",0.9,"m"
"L",1920,0.159693680131007,"ADLBED",0.9,"m"
"M",1920,0.874256359411019,"ADLBED",0.9,"m"
"T",1925,0.921995981289707,"ADLBED",0.9,"m"
"A",1925,0.554541999087414,"ADLBED",0.9,"m"
"L",1925,0.211973327161268,"ADLBED",0.9,"m"
"M",1925,0.842203413968301,"ADLBED",0.9,"m"
"T",1905,0.81670051473044,"ADLTOILET",0.9,"f"
"A",1905,0.631050268761582,"ADLTOILET",0.9,"f"
"L",1905,0.00982969679937992,"ADLTOILET",0.9,"f"
"M",1905,0.919223978043516,"ADLTOILET",0.9,"f"
"T",1910,0.815184480543023,"ADLTOILET",0.9,"f"
"A",1910,0.720560339390841,"ADLTOILET",0.9,"f"
"L",1910,0.154831644551095,"ADLTOILET",0.9,"f"
"M",1910,0.929833003681811,"ADLTOILET",0.9,"f"
"T",1915,0.767425052613762,"ADLTOILET",0.9,"f"
"A",1915,0.777792217869518,"ADLTOILET",0.9,"f"
"L",1915,0.245987004431216,"ADLTOILET",0.9,"f"
"M",1915,0.94592033835898,"ADLTOILET",0.9,"f"
"T",1920,0.809705571745977,"ADLTOILET",0.9,"f"
"A",1920,0.76466145058614,"ADLTOILET",0.9,"f"
"L",1920,0.183085148899874,"ADLTOILET",0.9,"f"
"M",1920,0.944458560423064,"ADLTOILET",0.9,"f"
"T",1925,0.898816421629416,"ADLTOILET",0.9,"f"
"A",1925,0.672759582671866,"ADLTOILET",0.9,"f"
"L",1925,0.139025493909974,"ADLTOILET",0.9,"f"
"M",1925,0.915159589962601,"ADLTOILET",0.9,"f"
"T",1905,0.900432943106054,"ADLTOILET",0.9,"m"
"A",1905,0.380634672947765,"ADLTOILET",0.9,"m"
"L",1905,0.143470876559216,"ADLTOILET",0.9,"m"
"M",1905,0.737665747623143,"ADLTOILET",0.9,"m"
"T",1910,0.891733377130103,"ADLTOILET",0.9,"m"
"A",1910,0.526165346349618,"ADLTOILET",0.9,"m"
"L",1910,0.0678352058783574,"ADLTOILET",0.9,"m"
"M",1910,0.787512597887617,"ADLTOILET",0.9,"m"
"T",1915,0.81721217596993,"ADLTOILET",0.9,"m"
"A",1915,0.541349071976379,"ADLTOILET",0.9,"m"
"L",1915,0.11376581326834,"ADLTOILET",0.9,"m"
"M",1915,0.801318995183743,"ADLTOILET",0.9,"m"
"T",1920,0.818936573260187,"ADLTOILET",0.9,"m"
"A",1920,0.617499806305395,"ADLTOILET",0.9,"m"
"L",1920,0.20943020375733,"ADLTOILET",0.9,"m"
"M",1920,0.855055718133827,"ADLTOILET",0.9,"m"
"T",1925,0.917485250999227,"ADLTOILET",0.9,"m"
"A",1925,0.589413349243781,"ADLTOILET",0.9,"m"
"L",1925,0.0797380704071132,"ADLTOILET",0.9,"m"
"M",1925,0.855834822292999,"ADLTOILET",0.9,"m"
"T",1905,0.877592790680636,"IADLMAP",0.9,"f"
"A",1905,0.595031176669576,"IADLMAP",0.9,"f"
"L",1905,0.0827240262524686,"IADLMAP",0.9,"f"
"M",1905,0.913477586550488,"IADLMAP",0.9,"f"
"T",1910,0.842824714307462,"IADLMAP",0.9,"f"
"A",1910,0.726582947495422,"IADLMAP",0.9,"f"
"L",1910,0.147746286508909,"IADLMAP",0.9,"f"
"M",1910,0.93643127844085,"IADLMAP",0.9,"f"
"T",1915,0.80417478270774,"IADLMAP",0.9,"f"
"A",1915,0.759148794573216,"IADLMAP",0.9,"f"
"L",1915,0.2068562025666,"IADLMAP",0.9,"f"
"M",1915,0.940750948013806,"IADLMAP",0.9,"f"
"T",1920,0.808138268432932,"IADLMAP",0.9,"f"
"A",1920,0.739448353348974,"IADLMAP",0.9,"f"
"L",1920,0.15899777747741,"IADLMAP",0.9,"f"
"M",1920,0.925980452183406,"IADLMAP",0.9,"f"
"T",1925,0.87314184644224,"IADLMAP",0.9,"f"
"A",1925,0.7297547025112,"IADLMAP",0.9,"f"
"L",1925,0.0588418380326097,"IADLMAP",0.9,"f"
"M",1925,0.935999932606917,"IADLMAP",0.9,"f"
"T",1905,0.925628129113173,"IADLMAP",0.9,"m"
"A",1905,0.147235481258635,"IADLMAP",0.9,"m"
"L",1905,0.515826187056746,"IADLMAP",0.9,"m"
"M",1905,0.621406325995534,"IADLMAP",0.9,"m"
"T",1910,0.902238090170083,"IADLMAP",0.9,"m"
"A",1910,0.442163654061778,"IADLMAP",0.9,"m"
"L",1910,0.177477031199836,"IADLMAP",0.9,"m"
"M",1910,0.761676007060228,"IADLMAP",0.9,"m"
"T",1915,0.847225617963345,"IADLMAP",0.9,"m"
"A",1915,0.621850561516452,"IADLMAP",0.9,"m"
"L",1915,0.0399914400654423,"IADLMAP",0.9,"m"
"M",1915,0.863470557642117,"IADLMAP",0.9,"m"
"T",1920,0.809380792411811,"IADLMAP",0.9,"m"
"A",1920,0.755453315508832,"IADLMAP",0.9,"m"
"L",1920,0.174110288695088,"IADLMAP",0.9,"m"
"M",1920,0.937834900943506,"IADLMAP",0.9,"m"
"T",1925,0.937712826781924,"IADLMAP",0.9,"m"
"A",1925,0.625136199940413,"IADLMAP",0.9,"m"
"L",1925,0.221778988281183,"IADLMAP",0.9,"m"
"M",1925,0.907458011718861,"IADLMAP",0.9,"m"
"T",1905,0.789270463101275,"IADLTEL",0.9,"f"
"A",1905,0.671182571033949,"IADLTEL",0.9,"f"
"L",1905,0.0430255383426994,"IADLTEL",0.9,"f"
"M",1905,0.946544678721673,"IADLTEL",0.9,"f"
"T",1910,0.765047460862199,"IADLTEL",0.9,"f"
"A",1910,0.775275477413708,"IADLTEL",0.9,"f"
"L",1910,0.23986575405021,"IADLTEL",0.9,"f"
"M",1910,0.954414411564105,"IADLTEL",0.9,"f"
"T",1915,0.728502861212581,"IADLTEL",0.9,"f"
"A",1915,0.80061386029273,"IADLTEL",0.9,"f"
"L",1915,0.272297843061582,"IADLTEL",0.9,"f"
"M",1915,0.956322799543965,"IADLTEL",0.9,"f"
"T",1920,0.743343459369051,"IADLTEL",0.9,"f"
"A",1920,0.777751520701933,"IADLTEL",0.9,"f"
"L",1920,0.225595613835993,"IADLTEL",0.9,"f"
"M",1920,0.934163301178717,"IADLTEL",0.9,"f"
"T",1925,0.890996561329704,"IADLTEL",0.9,"f"
"A",1925,0.681781469689128,"IADLTEL",0.9,"f"
"L",1925,0.0898960556183722,"IADLTEL",0.9,"f"
"M",1925,0.913397389003301,"IADLTEL",0.9,"f"
"T",1905,0.859604250231194,"IADLTEL",0.9,"m"
"A",1905,0.626320339075842,"IADLTEL",0.9,"m"
"L",1905,0.0404931331972507,"IADLTEL",0.9,"m"
"M",1905,0.929729147916537,"IADLTEL",0.9,"m"
"T",1910,0.849549494065025,"IADLTEL",0.9,"m"
"A",1910,0.718757478010501,"IADLTEL",0.9,"m"
"L",1910,0.136305183586135,"IADLTEL",0.9,"m"
"M",1910,0.939467949162613,"IADLTEL",0.9,"m"
"T",1915,0.793179711324605,"IADLTEL",0.9,"m"
"A",1915,0.741288715487827,"IADLTEL",0.9,"m"
"L",1915,0.193645089227635,"IADLTEL",0.9,"m"
"M",1915,0.948872033130017,"IADLTEL",0.9,"m"
"T",1920,0.802681139652797,"IADLTEL",0.9,"m"
"A",1920,0.77420444835178,"IADLTEL",0.9,"m"
"L",1920,0.197673490776695,"IADLTEL",0.9,"m"
"M",1920,0.947613907603458,"IADLTEL",0.9,"m"
"T",1925,0.893301692848884,"IADLTEL",0.9,"m"
"A",1925,0.718050732977949,"IADLTEL",0.9,"m"
"L",1925,0.0887535995746301,"IADLTEL",0.9,"m"
"M",1925,0.940009266696522,"IADLTEL",0.9,"m"
"T",1905,0.877441833547895,"IADLMONEY",0.9,"f"
"A",1905,0.608732411434383,"IADLMONEY",0.9,"f"
"L",1905,0.0703944470911349,"IADLMONEY",0.9,"f"
"M",1905,0.923150074912895,"IADLMONEY",0.9,"f"
"T",1910,0.838719562546315,"IADLMONEY",0.9,"f"
"A",1910,0.754460095983913,"IADLMONEY",0.9,"f"
"L",1910,0.178442778447974,"IADLMONEY",0.9,"f"
"M",1910,0.954406274567854,"IADLMONEY",0.9,"f"
"T",1915,0.81909070596275,"IADLMONEY",0.9,"f"
"A",1915,0.770332544032489,"IADLMONEY",0.9,"f"
"L",1915,0.207795967641107,"IADLMONEY",0.9,"f"
"M",1915,0.956121944486732,"IADLMONEY",0.9,"f"
"T",1920,0.795015765181956,"IADLMONEY",0.9,"f"
"A",1920,0.756997420653628,"IADLMONEY",0.9,"f"
"L",1920,0.195633301965158,"IADLMONEY",0.9,"f"
"M",1920,0.956747963876918,"IADLMONEY",0.9,"f"
"T",1925,0.891348862740814,"IADLMONEY",0.9,"f"
"A",1925,0.726141244704449,"IADLMONEY",0.9,"f"
"L",1925,0.0428486880600531,"IADLMONEY",0.9,"f"
"M",1925,0.943492457588347,"IADLMONEY",0.9,"f"
"T",1905,0.945184476288896,"IADLMONEY",0.9,"m"
"A",1905,0.388235552025074,"IADLMONEY",0.9,"m"
"L",1905,0.255635369456104,"IADLMONEY",0.9,"m"
"M",1905,0.767786274865346,"IADLMONEY",0.9,"m"
"T",1910,0.918911898358729,"IADLMONEY",0.9,"m"
"A",1910,0.580551659104084,"IADLMONEY",0.9,"m"
"L",1910,0.00716197414135107,"IADLMONEY",0.9,"m"
"M",1910,0.846771072445652,"IADLMONEY",0.9,"m"
"T",1915,0.898987299419291,"IADLMONEY",0.9,"m"
"A",1915,0.603994173915888,"IADLMONEY",0.9,"m"
"L",1915,0.0303517428289026,"IADLMONEY",0.9,"m"
"M",1915,0.858869227415135,"IADLMONEY",0.9,"m"
"T",1920,0.884011207905975,"IADLMONEY",0.9,"m"
"A",1920,0.611019352281711,"IADLMONEY",0.9,"m"
"L",1920,0.000251913154222103,"IADLMONEY",0.9,"m"
"M",1920,0.862914583598176,"IADLMONEY",0.9,"m"
"T",1925,0.918498626989177,"IADLMONEY",0.9,"m"
"A",1925,0.607913146429186,"IADLMONEY",0.9,"m"
"L",1925,0.22164833053963,"IADLMONEY",0.9,"m"
"M",1925,0.886142884776456,"IADLMONEY",0.9,"m"
"T",1905,0.897860413230322,"IADLMEDS",0.9,"f"
"A",1905,0.513769302117542,"IADLMEDS",0.9,"f"
"L",1905,0.110671849020226,"IADLMEDS",0.9,"f"
"M",1905,0.862846714882522,"IADLMEDS",0.9,"f"
"T",1910,0.845057131805105,"IADLMEDS",0.9,"f"
"A",1910,0.685555080666891,"IADLMEDS",0.9,"f"
"L",1910,0.171047821577679,"IADLMEDS",0.9,"f"
"M",1910,0.917639953682918,"IADLMEDS",0.9,"f"
"T",1915,0.800546154805907,"IADLMEDS",0.9,"f"
"A",1915,0.736167233202296,"IADLMEDS",0.9,"f"
"L",1915,0.205477042859544,"IADLMEDS",0.9,"f"
"M",1915,0.937253222558451,"IADLMEDS",0.9,"f"
"T",1920,0.76666649009927,"IADLMEDS",0.9,"f"
"A",1920,0.732999492625819,"IADLMEDS",0.9,"f"
"L",1920,0.221943607789532,"IADLMEDS",0.9,"f"
"M",1920,0.939921189846646,"IADLMEDS",0.9,"f"
"T",1925,0.879503856174416,"IADLMEDS",0.9,"f"
"A",1925,0.695094244633653,"IADLMEDS",0.9,"f"
"L",1925,0.0356849591198136,"IADLMEDS",0.9,"f"
"M",1925,0.935659732358686,"IADLMEDS",0.9,"f"
"T",1905,0.93903512124002,"IADLMEDS",0.9,"m"
"A",1905,0.335451193703739,"IADLMEDS",0.9,"m"
"L",1905,0.281494391092759,"IADLMEDS",0.9,"m"
"M",1905,0.701960526126259,"IADLMEDS",0.9,"m"
"T",1910,0.940163697255725,"IADLMEDS",0.9,"m"
"A",1910,0.48560774533268,"IADLMEDS",0.9,"m"
"L",1910,0.0150412845882468,"IADLMEDS",0.9,"m"
"M",1910,0.771730509491333,"IADLMEDS",0.9,"m"
"T",1915,0.927577599999054,"IADLMEDS",0.9,"m"
"A",1915,0.514776297258045,"IADLMEDS",0.9,"m"
"L",1915,0.0543630408112371,"IADLMEDS",0.9,"m"
"M",1915,0.787751878497217,"IADLMEDS",0.9,"m"
"T",1920,0.905752495550319,"IADLMEDS",0.9,"m"
"A",1920,0.570913684681308,"IADLMEDS",0.9,"m"
"L",1920,0.0534695080130692,"IADLMEDS",0.9,"m"
"M",1920,0.817392127620253,"IADLMEDS",0.9,"m"
"T",1925,0.930275397681025,"IADLMEDS",0.9,"m"
"A",1925,0.572075829926251,"IADLMEDS",0.9,"m"
"L",1925,0.188772972991021,"IADLMEDS",0.9,"m"
"M",1925,0.857385498730375,"IADLMEDS",0.9,"m"
"T",1905,0.886461424894916,"IADLSHOP",0.9,"f"
"A",1905,0.612563005965719,"IADLSHOP",0.9,"f"
"L",1905,0.0732832329940165,"IADLSHOP",0.9,"f"
"M",1905,0.930911366951814,"IADLSHOP",0.9,"f"
"T",1910,0.879109842422084,"IADLSHOP",0.9,"f"
"A",1910,0.712681942849649,"IADLSHOP",0.9,"f"
"L",1910,0.108925316839811,"IADLSHOP",0.9,"f"
"M",1910,0.944335632785151,"IADLSHOP",0.9,"f"
"T",1915,0.896656249616784,"IADLSHOP",0.9,"f"
"A",1915,0.672553864596839,"IADLSHOP",0.9,"f"
"L",1915,0.0567466857490543,"IADLSHOP",0.9,"f"
"M",1915,0.924194466796178,"IADLSHOP",0.9,"f"
"T",1920,0.916859063996962,"IADLSHOP",0.9,"f"
"A",1920,0.618771109040431,"IADLSHOP",0.9,"f"
"L",1920,0.0397688865002796,"IADLSHOP",0.9,"f"
