"Pattern","Cohort","r","var","span","sex"
"T",1925,0.971910715992209,"HOSP",0.9,"m"
"A",1925,0.520627640561135,"HOSP",0.9,"m"
"L",1925,0.357174095172778,"HOSP",0.9,"m"
"M",1925,0.862073125671539,"HOSP",0.9,"m"
"T",1905,0.881156098729953,"HOSPSTAYS",0.9,"f"
"A",1905,0.329732689447489,"HOSPSTAYS",0.9,"f"
"L",1905,0.262395479965604,"HOSPSTAYS",0.9,"f"
"M",1905,0.72144411993296,"HOSPSTAYS",0.9,"f"
"T",1910,0.868224414172984,"HOSPSTAYS",0.9,"f"
"A",1910,0.390758119628939,"HOSPSTAYS",0.9,"f"
"L",1910,0.151685952321431,"HOSPSTAYS",0.9,"f"
"M",1910,0.708594294849786,"HOSPSTAYS",0.9,"f"
"T",1915,0.833204467530555,"HOSPSTAYS",0.9,"f"
"A",1915,0.51641273386727,"HOSPSTAYS",0.9,"f"
"L",1915,0.0111758086037123,"HOSPSTAYS",0.9,"f"
"M",1915,0.793856470607528,"HOSPSTAYS",0.9,"f"
"T",1920,0.929976150741247,"HOSPSTAYS",0.9,"f"
"A",1920,0.461911139472706,"HOSPSTAYS",0.9,"f"
"L",1920,0.206050289072583,"HOSPSTAYS",0.9,"f"
"M",1920,0.792666687032455,"HOSPSTAYS",0.9,"f"
"T",1925,0.949513683619455,"HOSPSTAYS",0.9,"f"
"A",1925,0.286554987581215,"HOSPSTAYS",0.9,"f"
"L",1925,0.571018394283772,"HOSPSTAYS",0.9,"f"
"M",1925,0.705307208456317,"HOSPSTAYS",0.9,"f"
"T",1905,0.885626991178629,"HOSPSTAYS",0.9,"m"
"A",1905,0.231885515850692,"HOSPSTAYS",0.9,"m"
"L",1905,0.352546106692616,"HOSPSTAYS",0.9,"m"
"M",1905,0.64980291716633,"HOSPSTAYS",0.9,"m"
"T",1910,0.879169940434955,"HOSPSTAYS",0.9,"m"
"A",1910,0.342069610937876,"HOSPSTAYS",0.9,"m"
"L",1910,0.211674390335627,"HOSPSTAYS",0.9,"m"
"M",1910,0.668924059798311,"HOSPSTAYS",0.9,"m"
"T",1915,0.809719841731019,"HOSPSTAYS",0.9,"m"
"A",1915,0.538542521140612,"HOSPSTAYS",0.9,"m"
"L",1915,0.0285415708705709,"HOSPSTAYS",0.9,"m"
"M",1915,0.782970861583117,"HOSPSTAYS",0.9,"m"
"T",1920,0.925084178273749,"HOSPSTAYS",0.9,"m"
"A",1920,0.497824026582041,"HOSPSTAYS",0.9,"m"
"L",1920,0.166623710869999,"HOSPSTAYS",0.9,"m"
"M",1920,0.815396474528434,"HOSPSTAYS",0.9,"m"
"T",1925,0.967537850707032,"HOSPSTAYS",0.9,"m"
"A",1925,0.350287119991407,"HOSPSTAYS",0.9,"m"
"L",1925,0.523565169899078,"HOSPSTAYS",0.9,"m"
"M",1925,0.754630662958802,"HOSPSTAYS",0.9,"m"
"T",1905,0.849418540502001,"HOSPNIGHTS",0.9,"f"
"A",1905,0.0867524154646853,"HOSPNIGHTS",0.9,"f"
"L",1905,0.596057724467449,"HOSPNIGHTS",0.9,"f"
"M",1905,0.404697301356739,"HOSPNIGHTS",0.9,"f"
"T",1910,0.792261230084928,"HOSPNIGHTS",0.9,"f"
"A",1910,0.0467452943554762,"HOSPNIGHTS",0.9,"f"
"L",1910,0.518222826399195,"HOSPNIGHTS",0.9,"f"
"M",1910,0.34605108140448,"HOSPNIGHTS",0.9,"f"
"T",1915,0.816700091043629,"HOSPNIGHTS",0.9,"f"
"A",1915,0.239849083319366,"HOSPNIGHTS",0.9,"f"
"L",1915,0.266096119934756,"HOSPNIGHTS",0.9,"f"
"M",1915,0.584900951472264,"HOSPNIGHTS",0.9,"f"
"T",1920,0.888770720787554,"HOSPNIGHTS",0.9,"f"
"A",1920,0.380222696843997,"HOSPNIGHTS",0.9,"f"
"L",1920,0.251167924618723,"HOSPNIGHTS",0.9,"f"
"M",1920,0.720213976808925,"HOSPNIGHTS",0.9,"f"
"T",1925,0.923538993064688,"HOSPNIGHTS",0.9,"f"
"A",1925,0.295337245859903,"HOSPNIGHTS",0.9,"f"
"L",1925,0.538776544420225,"HOSPNIGHTS",0.9,"f"
"M",1925,0.696259247354916,"HOSPNIGHTS",0.9,"f"
"T",1905,0.8539230536787,"HOSPNIGHTS",0.9,"m"
"A",1905,0.265067450156548,"HOSPNIGHTS",0.9,"m"
"L",1905,0.306082945396872,"HOSPNIGHTS",0.9,"m"
"M",1905,0.666647526525265,"HOSPNIGHTS",0.9,"m"
"T",1910,0.867979649266519,"HOSPNIGHTS",0.9,"m"
"A",1910,0.158848914180521,"HOSPNIGHTS",0.9,"m"
"L",1910,0.379583719316064,"HOSPNIGHTS",0.9,"m"
"M",1910,0.536286781226103,"HOSPNIGHTS",0.9,"m"
"T",1915,0.887387690354376,"HOSPNIGHTS",0.9,"m"
"A",1915,0.132283519739179,"HOSPNIGHTS",0.9,"m"
"L",1915,0.426636420238046,"HOSPNIGHTS",0.9,"m"
"M",1915,0.516137082666962,"HOSPNIGHTS",0.9,"m"
"T",1920,0.893127603090178,"HOSPNIGHTS",0.9,"m"
"A",1920,0.0364687065424087,"HOSPNIGHTS",0.9,"m"
"L",1920,0.605026012604786,"HOSPNIGHTS",0.9,"m"
"M",1920,0.47562799361812,"HOSPNIGHTS",0.9,"m"
"T",1925,0.876220584828941,"HOSPNIGHTS",0.9,"m"
"A",1925,0.036910944634536,"HOSPNIGHTS",0.9,"m"
"L",1925,0.754466223651358,"HOSPNIGHTS",0.9,"m"
"M",1925,0.510604921897209,"HOSPNIGHTS",0.9,"m"
"T",1905,0.708398690193095,"NH",0.9,"f"
"A",1905,0.681926864243693,"NH",0.9,"f"
"L",1905,0.0952650063493542,"NH",0.9,"f"
"M",1905,0.942416206555653,"NH",0.9,"f"
"T",1910,0.726220307402404,"NH",0.9,"f"
"A",1910,0.775822050680356,"NH",0.9,"f"
"L",1910,0.247987739072141,"NH",0.9,"f"
"M",1910,0.956468581233559,"NH",0.9,"f"
"T",1915,0.691470268899598,"NH",0.9,"f"
"A",1915,0.776644706861639,"NH",0.9,"f"
"L",1915,0.26745086788908,"NH",0.9,"f"
"M",1915,0.955639781741977,"NH",0.9,"f"
"T",1920,0.723643908330075,"NH",0.9,"f"
"A",1920,0.785490436453038,"NH",0.9,"f"
"L",1920,0.258473828023111,"NH",0.9,"f"
"M",1920,0.961088964149812,"NH",0.9,"f"
"T",1925,0.829277979093721,"NH",0.9,"f"
"A",1925,0.742570615732815,"NH",0.9,"f"
"L",1925,0.130370112778173,"NH",0.9,"f"
"M",1925,0.958462361348803,"NH",0.9,"f"
"T",1905,0.755428356831923,"NH",0.9,"m"
"A",1905,0.520230428635312,"NH",0.9,"m"
"L",1905,0.0560469883543933,"NH",0.9,"m"
"M",1905,0.830893276585324,"NH",0.9,"m"
"T",1910,0.756927268907777,"NH",0.9,"m"
"A",1910,0.664540712731917,"NH",0.9,"m"
"L",1910,0.256419467574007,"NH",0.9,"m"
"M",1910,0.878311203790907,"NH",0.9,"m"
"T",1915,0.787794377621967,"NH",0.9,"m"
"A",1915,0.652034988260721,"NH",0.9,"m"
"L",1915,0.107563706159184,"NH",0.9,"m"
"M",1915,0.851931305351428,"NH",0.9,"m"
"T",1920,0.747479798288794,"NH",0.9,"m"
"A",1920,0.659501613765382,"NH",0.9,"m"
"L",1920,0.231766854597989,"NH",0.9,"m"
"M",1920,0.87061147261863,"NH",0.9,"m"
"T",1925,0.913178210520812,"NH",0.9,"m"
"A",1925,0.541784358741911,"NH",0.9,"m"
"L",1925,0.00642044630244497,"NH",0.9,"m"
"M",1925,0.81554721957251,"NH",0.9,"m"
"T",1905,0.710479101335267,"NHSTAYS",0.9,"f"
"A",1905,0.676665748707386,"NHSTAYS",0.9,"f"
"L",1905,0.0847393682922286,"NHSTAYS",0.9,"f"
"M",1905,0.942118425137445,"NHSTAYS",0.9,"f"
"T",1910,0.751987854301705,"NHSTAYS",0.9,"f"
"A",1910,0.764816903726949,"NHSTAYS",0.9,"f"
"L",1910,0.216161480997552,"NHSTAYS",0.9,"f"
"M",1910,0.955878629426998,"NHSTAYS",0.9,"f"
"T",1915,0.715635542314312,"NHSTAYS",0.9,"f"
"A",1915,0.768747752937987,"NHSTAYS",0.9,"f"
"L",1915,0.238268664334962,"NHSTAYS",0.9,"f"
"M",1915,0.953726785706787,"NHSTAYS",0.9,"f"
"T",1920,0.715678527160892,"NHSTAYS",0.9,"f"
"A",1920,0.770603361561649,"NHSTAYS",0.9,"f"
"L",1920,0.264921668569217,"NHSTAYS",0.9,"f"
"M",1920,0.954197615201756,"NHSTAYS",0.9,"f"
"T",1925,0.838403532896393,"NHSTAYS",0.9,"f"
"A",1925,0.721413588772659,"NHSTAYS",0.9,"f"
"L",1925,0.154679662373828,"NHSTAYS",0.9,"f"
"M",1925,0.941267853986402,"NHSTAYS",0.9,"f"
"T",1905,0.77864362292011,"NHSTAYS",0.9,"m"
"A",1905,0.450027329052475,"NHSTAYS",0.9,"m"
"L",1905,0.0296407385923456,"NHSTAYS",0.9,"m"
"M",1905,0.739246969923737,"NHSTAYS",0.9,"m"
"T",1910,0.792598003457529,"NHSTAYS",0.9,"m"
"A",1910,0.569957617467804,"NHSTAYS",0.9,"m"
"L",1910,0.178496976320545,"NHSTAYS",0.9,"m"
"M",1910,0.795148480249418,"NHSTAYS",0.9,"m"
"T",1915,0.795478804251946,"NHSTAYS",0.9,"m"
"A",1915,0.577396910480531,"NHSTAYS",0.9,"m"
"L",1915,0.0734760649348432,"NHSTAYS",0.9,"m"
"M",1915,0.799561047959796,"NHSTAYS",0.9,"m"
"T",1920,0.742974484559207,"NHSTAYS",0.9,"m"
"A",1920,0.635307008288937,"NHSTAYS",0.9,"m"
"L",1920,0.254069507813994,"NHSTAYS",0.9,"m"
"M",1920,0.845776277818374,"NHSTAYS",0.9,"m"
"T",1925,0.883127528500246,"NHSTAYS",0.9,"m"
"A",1925,0.608326750158479,"NHSTAYS",0.9,"m"
"L",1925,0.107054504720786,"NHSTAYS",0.9,"m"
"M",1925,0.847774744473195,"NHSTAYS",0.9,"m"
"T",1905,0.683477706501782,"NHNIGHTS",0.9,"f"
"A",1905,0.727414928228164,"NHNIGHTS",0.9,"f"
"L",1905,0.110483091849394,"NHNIGHTS",0.9,"f"
"M",1905,0.958098410280061,"NHNIGHTS",0.9,"f"
"T",1910,0.688204759625726,"NHNIGHTS",0.9,"f"
"A",1910,0.801679417919304,"NHNIGHTS",0.9,"f"
"L",1910,0.333073610799143,"NHNIGHTS",0.9,"f"
"M",1910,0.96858015546756,"NHNIGHTS",0.9,"f"
"T",1915,0.677320712887147,"NHNIGHTS",0.9,"f"
"A",1915,0.765687170335161,"NHNIGHTS",0.9,"f"
"L",1915,0.277515275855795,"NHNIGHTS",0.9,"f"
"M",1915,0.944471000627274,"NHNIGHTS",0.9,"f"
"T",1920,0.761461850637319,"NHNIGHTS",0.9,"f"
"A",1920,0.755911551181564,"NHNIGHTS",0.9,"f"
"L",1920,0.256015132059345,"NHNIGHTS",0.9,"f"
"M",1920,0.94195219467254,"NHNIGHTS",0.9,"f"
"T",1925,0.779050890016282,"NHNIGHTS",0.9,"f"
"A",1925,0.748757365552955,"NHNIGHTS",0.9,"f"
"L",1925,0.280354964536515,"NHNIGHTS",0.9,"f"
"M",1925,0.941541781550529,"NHNIGHTS",0.9,"f"
"T",1905,0.742160019924473,"NHNIGHTS",0.9,"m"
"A",1905,0.634419763953564,"NHNIGHTS",0.9,"m"
"L",1905,0.0419128458818954,"NHNIGHTS",0.9,"m"
"M",1905,0.920397065025155,"NHNIGHTS",0.9,"m"
"T",1910,0.758518652157186,"NHNIGHTS",0.9,"m"
"A",1910,0.704517287669526,"NHNIGHTS",0.9,"m"
"L",1910,0.240509591134784,"NHNIGHTS",0.9,"m"
"M",1910,0.911147115962496,"NHNIGHTS",0.9,"m"
"T",1915,0.822739374955991,"NHNIGHTS",0.9,"m"
"A",1915,0.623383972642603,"NHNIGHTS",0.9,"m"
"L",1915,0.0337171846129632,"NHNIGHTS",0.9,"m"
"M",1915,0.830435803296066,"NHNIGHTS",0.9,"m"
"T",1920,0.756056738405541,"NHNIGHTS",0.9,"m"
"A",1920,0.537551696436206,"NHNIGHTS",0.9,"m"
"L",1920,0.0834746856548569,"NHNIGHTS",0.9,"m"
"M",1920,0.789589976708255,"NHNIGHTS",0.9,"m"
"T",1925,0.896076294126112,"NHNIGHTS",0.9,"m"
"A",1925,0.411500512113353,"NHNIGHTS",0.9,"m"
"L",1925,0.0454117891698236,"NHNIGHTS",0.9,"m"
"M",1925,0.695661139501347,"NHNIGHTS",0.9,"m"
"T",1905,0.832102665015026,"NHNOW",0.9,"f"
"A",1905,0.574958904389201,"NHNOW",0.9,"f"
"L",1905,0.121346037607857,"NHNOW",0.9,"f"
"M",1905,0.924937482279018,"NHNOW",0.9,"f"
"T",1910,0.795042941529675,"NHNOW",0.9,"f"
"A",1910,0.726949716273326,"NHNOW",0.9,"f"
"L",1910,0.136342231038469,"NHNOW",0.9,"f"
"M",1910,0.955100524927253,"NHNOW",0.9,"f"
"T",1915,0.726740777056727,"NHNOW",0.9,"f"
"A",1915,0.722740030136169,"NHNOW",0.9,"f"
"L",1915,0.233057533057857,"NHNOW",0.9,"f"
"M",1915,0.944572729994563,"NHNOW",0.9,"f"
"T",1920,0.669781108045266,"NHNOW",0.9,"f"
"A",1920,0.712968913729703,"NHNOW",0.9,"f"
"L",1920,0.306758063343093,"NHNOW",0.9,"f"
"M",1920,0.941579330327296,"NHNOW",0.9,"f"
"T",1925,0.820403198897031,"NHNOW",0.9,"f"
"A",1925,0.669623276604769,"NHNOW",0.9,"f"
"L",1925,0.225825980048823,"NHNOW",0.9,"f"
"M",1925,0.910982478745718,"NHNOW",0.9,"f"
"T",1905,0.9224127464577,"NHNOW",0.9,"m"
"A",1905,0.322782256905428,"NHNOW",0.9,"m"
"L",1905,0.187826777289666,"NHNOW",0.9,"m"
"M",1905,0.698770189905516,"NHNOW",0.9,"m"
"T",1910,0.891064417814904,"NHNOW",0.9,"m"
"A",1910,0.464586591284923,"NHNOW",0.9,"m"
"L",1910,0.0476172054951505,"NHNOW",0.9,"m"
"M",1910,0.719950285060694,"NHNOW",0.9,"m"
"T",1915,0.810892746918533,"NHNOW",0.9,"m"
"A",1915,0.489074834549757,"NHNOW",0.9,"m"
"L",1915,0.0789414018414421,"NHNOW",0.9,"m"
"M",1915,0.743665628306082,"NHNOW",0.9,"m"
"T",1920,0.742664390487851,"NHNOW",0.9,"m"
"A",1920,0.577854236675082,"NHNOW",0.9,"m"
"L",1920,0.239640289715382,"NHNOW",0.9,"m"
"M",1920,0.805596209330384,"NHNOW",0.9,"m"
"T",1925,0.856956977391685,"NHNOW",0.9,"m"
"A",1925,0.573812316358227,"NHNOW",0.9,"m"
"L",1925,0.223292656870364,"NHNOW",0.9,"m"
"M",1925,0.794665501732103,"NHNOW",0.9,"m"
"T",1905,0.332931420786916,"DOC",0.9,"f"
"A",1905,0.925583505852911,"DOC",0.9,"f"
"L",1905,0.629504712276836,"DOC",0.9,"f"
"M",1905,0.867644438121137,"DOC",0.9,"f"
"T",1910,0.397948402414137,"DOC",0.9,"f"
"A",1910,0.87136961362364,"DOC",0.9,"f"
"L",1910,0.620722349063864,"DOC",0.9,"f"
"M",1910,0.837835097709563,"DOC",0.9,"f"
"T",1915,0.379989510468552,"DOC",0.9,"f"
"A",1915,0.880805207384716,"DOC",0.9,"f"
"L",1915,0.641469326696261,"DOC",0.9,"f"
"M",1915,0.836434403280754,"DOC",0.9,"f"
"T",1920,0.393939699158664,"DOC",0.9,"f"
"A",1920,0.873233248287149,"DOC",0.9,"f"
"L",1920,0.590283493069247,"DOC",0.9,"f"
"M",1920,0.811124879860776,"DOC",0.9,"f"
"T",1925,0.275626300440952,"DOC",0.9,"f"
"A",1925,0.635704135520093,"DOC",0.9,"f"
"L",1925,0.386766408052003,"DOC",0.9,"f"
"M",1925,0.545344647969704,"DOC",0.9,"f"
"T",1905,0.342928321878704,"DOC",0.9,"m"
"A",1905,0.902979411602253,"DOC",0.9,"m"
"L",1905,0.602495636824597,"DOC",0.9,"m"
"M",1905,0.856007341465469,"DOC",0.9,"m"
"T",1910,0.365690753951627,"DOC",0.9,"m"
"A",1910,0.83680833155106,"DOC",0.9,"m"
"L",1910,0.606478503370498,"DOC",0.9,"m"
"M",1910,0.796855931236884,"DOC",0.9,"m"
"T",1915,0.319857789017628,"DOC",0.9,"m"
"A",1915,0.841644759488324,"DOC",0.9,"m"
"L",1915,0.640182762457931,"DOC",0.9,"m"
"M",1915,0.778911144977001,"DOC",0.9,"m"
"T",1920,0.313931782482056,"DOC",0.9,"m"
"A",1920,0.837115484396256,"DOC",0.9,"m"
"L",1920,0.611631936538234,"DOC",0.9,"m"
"M",1920,0.745470664907298,"DOC",0.9,"m"
"T",1925,0.0279912189700863,"DOC",0.9,"m"
"A",1925,0.597038661966774,"DOC",0.9,"m"
"L",1925,0.571757800059448,"DOC",0.9,"m"
"M",1925,0.383633915453003,"DOC",0.9,"m"
"T",1905,0.558508554213133,"DOCVISITS",0.9,"f"
"A",1905,0.870123057951617,"DOCVISITS",0.9,"f"
"L",1905,0.434187721066656,"DOCVISITS",0.9,"f"
"M",1905,0.945031881128616,"DOCVISITS",0.9,"f"
"T",1910,0.636282160256892,"DOCVISITS",0.9,"f"
"A",1910,0.859901541915189,"DOCVISITS",0.9,"f"
"L",1910,0.459140081411562,"DOCVISITS",0.9,"f"
"M",1910,0.941365259603287,"DOCVISITS",0.9,"f"
"T",1915,0.582555340929727,"DOCVISITS",0.9,"f"
"A",1915,0.886199676647154,"DOCVISITS",0.9,"f"
"L",1915,0.519277980837033,"DOCVISITS",0.9,"f"
"M",1915,0.935733755836652,"DOCVISITS",0.9,"f"
"T",1920,0.792001756277158,"DOCVISITS",0.9,"f"
"A",1920,0.784422227691906,"DOCVISITS",0.9,"f"
"L",1920,0.215561806796593,"DOCVISITS",0.9,"f"
"M",1920,0.949400936032861,"DOCVISITS",0.9,"f"
"T",1925,0.971505572501181,"DOCVISITS",0.9,"f"
"A",1925,0.531354946490236,"DOCVISITS",0.9,"f"
"L",1925,0.34608087532402,"DOCVISITS",0.9,"f"
"M",1925,0.86846048977251,"DOCVISITS",0.9,"f"
"T",1905,0.594816390084506,"DOCVISITS",0.9,"m"
"A",1905,0.588972684526522,"DOCVISITS",0.9,"m"
"L",1905,0.138654662892805,"DOCVISITS",0.9,"m"
"M",1905,0.759004940335422,"DOCVISITS",0.9,"m"
"T",1910,0.56906256202859,"DOCVISITS",0.9,"m"
"A",1910,0.600573729345946,"DOCVISITS",0.9,"m"
"L",1910,0.23082946446873,"DOCVISITS",0.9,"m"
"M",1910,0.724964430207842,"DOCVISITS",0.9,"m"
"T",1915,0.479643331327958,"DOCVISITS",0.9,"m"
"A",1915,0.704436365030261,"DOCVISITS",0.9,"m"
"L",1915,0.382919674421488,"DOCVISITS",0.9,"m"
"M",1915,0.753721897619206,"DOCVISITS",0.9,"m"
"T",1920,0.69286279900467,"DOCVISITS",0.9,"m"
"A",1920,0.75630985311257,"DOCVISITS",0.9,"m"
"L",1920,0.258656634113176,"DOCVISITS",0.9,"m"
"M",1920,0.879722883949333,"DOCVISITS",0.9,"m"
"T",1925,0.942376221341768,"DOCVISITS",0.9,"m"
"A",1925,0.440591056916482,"DOCVISITS",0.9,"m"
"L",1925,0.410535974812636,"DOCVISITS",0.9,"m"
"M",1925,0.796290087323104,"DOCVISITS",0.9,"m"
"T",1905,0.959596557905754,"HHC",0.9,"f"
"A",1905,0.410160907421201,"HHC",0.9,"f"
"L",1905,0.2422860833155,"HHC",0.9,"f"
"M",1905,0.81238943070923,"HHC",0.9,"f"
"T",1910,0.950132500688461,"HHC",0.9,"f"
"A",1910,0.536259721467916,"HHC",0.9,"f"
"L",1910,0.0621799526762367,"HHC",0.9,"f"
"M",1910,0.847305417127789,"HHC",0.9,"f"
"T",1915,0.888249863039161,"HHC",0.9,"f"
"A",1915,0.638211706674553,"HHC",0.9,"f"
"L",1915,0.0806386449324488,"HHC",0.9,"f"
"M",1915,0.905441448834665,"HHC",0.9,"f"
"T",1920,0.92238601687483,"HHC",0.9,"f"
"A",1920,0.636145081553946,"HHC",0.9,"f"
"L",1920,0.0263646838963045,"HHC",0.9,"f"
"M",1920,0.911076580060011,"HHC",0.9,"f"
"T",1925,0.963000585838766,"HHC",0.9,"f"
"A",1925,0.564733928594197,"HHC",0.9,"f"
"L",1925,0.305020434489521,"HHC",0.9,"f"
"M",1925,0.884301936378298,"HHC",0.9,"f"
"T",1905,0.953730759217469,"HHC",0.9,"m"
"A",1905,0.319949892430136,"HHC",0.9,"m"
"L",1905,0.290722211240543,"HHC",0.9,"m"
"M",1905,0.7593423682417,"HHC",0.9,"m"
"T",1910,0.921289820817718,"HHC",0.9,"m"
"A",1910,0.554344874862195,"HHC",0.9,"m"
"L",1910,0.0219671370401114,"HHC",0.9,"m"
"M",1910,0.85336250495255,"HHC",0.9,"m"
"T",1915,0.916632500665594,"HHC",0.9,"m"
"A",1915,0.536531528569041,"HHC",0.9,"m"
"L",1915,0.0334280019535788,"HHC",0.9,"m"
"M",1915,0.843239957384919,"HHC",0.9,"m"
"T",1920,0.941422134870848,"HHC",0.9,"m"
"A",1920,0.532214212628719,"HHC",0.9,"m"
"L",1920,0.143968368581852,"HHC",0.9,"m"
"M",1920,0.84775567644189,"HHC",0.9,"m"
"T",1925,0.955367043420275,"HHC",0.9,"m"
"A",1925,0.546120911791523,"HHC",0.9,"m"
"L",1925,0.316739055876553,"HHC",0.9,"m"
"M",1925,0.868577685335251,"HHC",0.9,"m"
"T",1905,0.963776675345236,"MEDS",0.9,"f"
"A",1905,0.296485980930431,"MEDS",0.9,"f"
"L",1905,0.409340155596035,"MEDS",0.9,"f"
"M",1905,0.748977809913825,"MEDS",0.9,"f"
"T",1910,0.931197574781812,"MEDS",0.9,"f"
"A",1910,0.543918555185436,"MEDS",0.9,"f"
"L",1910,0.0956109765848109,"MEDS",0.9,"f"
"M",1910,0.848936079890073,"MEDS",0.9,"f"
"T",1915,0.918429372935737,"MEDS",0.9,"f"
"A",1915,0.497131132828973,"MEDS",0.9,"f"
"L",1915,0.133629430497513,"MEDS",0.9,"f"
"M",1915,0.809083191420662,"MEDS",0.9,"f"
"T",1920,0.916447422109815,"MEDS",0.9,"f"
"A",1920,0.479338025542012,"MEDS",0.9,"f"
"L",1920,0.178906305531638,"MEDS",0.9,"f"
"M",1920,0.798075520522548,"MEDS",0.9,"f"
"T",1925,0.911973943897263,"MEDS",0.9,"f"
"A",1925,0.737333349065582,"MEDS",0.9,"f"
"L",1925,0.0863352222597882,"MEDS",0.9,"f"
"M",1925,0.96229228840712,"MEDS",0.9,"f"
"T",1905,0.980452792776287,"MEDS",0.9,"m"
"A",1905,0.234274760102804,"MEDS",0.9,"m"
"L",1905,0.476503783642694,"MEDS",0.9,"m"
"M",1905,0.713983152437206,"MEDS",0.9,"m"
"T",1910,0.960904120158173,"MEDS",0.9,"m"
"A",1910,0.417783868075103,"MEDS",0.9,"m"
"L",1910,0.242147577928551,"MEDS",0.9,"m"
"M",1910,0.773089604906159,"MEDS",0.9,"m"
"T",1915,0.91195204658835,"MEDS",0.9,"m"
"A",1915,0.549139078850826,"MEDS",0.9,"m"
"L",1915,0.0771729747305199,"MEDS",0.9,"m"
"M",1915,0.843199534874641,"MEDS",0.9,"m"
"T",1920,0.783946996548587,"MEDS",0.9,"m"
"A",1920,0.811117624666664,"MEDS",0.9,"m"
"L",1920,0.24804258741866,"MEDS",0.9,"m"
"M",1920,0.964070440771036,"MEDS",0.9,"m"
"T",1925,0.728628208244087,"MEDS",0.9,"m"
"A",1925,0.934535386276918,"MEDS",0.9,"m"
"L",1925,0.276459397014466,"MEDS",0.9,"m"
"M",1925,0.98177819328189,"MEDS",0.9,"m"
"T",1905,0.423839790514739,"SURG",0.9,"f"
"A",1905,0.838816971753375,"SURG",0.9,"f"
"L",1905,0.45203626036671,"SURG",0.9,"f"
"M",1905,0.833856044665399,"SURG",0.9,"f"
"T",1910,0.459270671025702,"SURG",0.9,"f"
"A",1910,0.719903192879265,"SURG",0.9,"f"
"L",1910,0.384932110872609,"SURG",0.9,"f"
"M",1910,0.748977146163636,"SURG",0.9,"f"
"T",1915,0.397075122469467,"SURG",0.9,"f"
"A",1915,0.231568586866083,"SURG",0.9,"f"
"L",1915,0.0411353741703409,"SURG",0.9,"f"
"M",1915,0.361735478498065,"SURG",0.9,"f"
"T",1920,0.283446808959852,"SURG",0.9,"f"
"A",1920,0.026486797005935,"SURG",0.9,"f"
"L",1920,0.230074314039052,"SURG",0.9,"f"
"M",1920,0.124245729110199,"SURG",0.9,"f"
"T",1925,0.0248114299539143,"SURG",0.9,"f"
"A",1925,0.276607001475375,"SURG",0.9,"f"
"L",1925,0.254198033325094,"SURG",0.9,"f"
"M",1925,0.184330818510001,"SURG",0.9,"f"
"T",1905,0.451699938887298,"SURG",0.9,"m"
"A",1905,0.644354613838109,"SURG",0.9,"m"
"L",1905,0.259060460601591,"SURG",0.9,"m"
"M",1905,0.710925950815916,"SURG",0.9,"m"
"T",1910,0.444602118838551,"SURG",0.9,"m"
"A",1910,0.506557633104049,"SURG",0.9,"m"
"L",1910,0.19197620705971,"SURG",0.9,"m"
"M",1910,0.586804715506542,"SURG",0.9,"m"
"T",1915,0.223096346074388,"SURG",0.9,"m"
"A",1915,0.122886491608408,"SURG",0.9,"m"
"L",1915,0.276104998194443,"SURG",0.9,"m"
"M",1915,0.0217584042545646,"SURG",0.9,"m"
"T",1920,0.0347490217271147,"SURG",0.9,"m"
"A",1920,0.555197861816338,"SURG",0.9,"m"
"L",1920,0.530239150590363,"SURG",0.9,"m"
"M",1920,0.4070111990773,"SURG",0.9,"m"
"T",1925,0.152128868040095,"SURG",0.9,"m"
"A",1925,0.390267685781442,"SURG",0.9,"m"
"L",1925,0.252869278475578,"SURG",0.9,"m"
"M",1925,0.325284040717039,"SURG",0.9,"m"
"T",1905,0.693814786550099,"DENT",0.9,"f"
"A",1905,0.526280640334268,"DENT",0.9,"f"
"L",1905,0.954646013074678,"DENT",0.9,"f"
"M",1905,0.012424920143825,"DENT",0.9,"f"
"T",1910,0.761243947325009,"DENT",0.9,"f"
"A",1910,0.315874266203458,"DENT",0.9,"f"
"L",1910,0.838682742492464,"DENT",0.9,"f"
"M",1910,0.148442436167251,"DENT",0.9,"f"
"T",1915,0.787266613679329,"DENT",0.9,"f"
"A",1915,0.271816926944595,"DENT",0.9,"f"
"L",1915,0.812497296459796,"DENT",0.9,"f"
"M",1915,0.192866826587035,"DENT",0.9,"f"
"T",1920,0.904099719272575,"DENT",0.9,"f"
"A",1920,0.0252804879945156,"DENT",0.9,"f"
"L",1920,0.674656001066928,"DENT",0.9,"f"
"M",1920,0.437836398479633,"DENT",0.9,"f"
"T",1925,0.984528591245872,"DENT",0.9,"f"
"A",1925,0.357119824035317,"DENT",0.9,"f"
"L",1925,0.532078012818474,"DENT",0.9,"f"
"M",1925,0.768302625584738,"DENT",0.9,"f"
"T",1905,0.609669087618788,"DENT",0.9,"m"
"A",1905,0.295424166487108,"DENT",0.9,"m"
"L",1905,0.689845798466077,"DENT",0.9,"m"
"M",1905,0.129860585850523,"DENT",0.9,"m"
"T",1910,0.704266089087258,"DENT",0.9,"m"
"A",1910,0.0392126314012442,"DENT",0.9,"m"
"L",1910,0.522889752554797,"DENT",0.9,"m"
"M",1910,0.318832693837289,"DENT",0.9,"m"
"T",1915,0.670888036676666,"DENT",0.9,"m"
"A",1915,0.0203498615320568,"DENT",0.9,"m"
